Id,title,rating
51779,"Jesus > Religion: Why He Is So Much Better Than Trying Harder, Doing More, and Being Good Enough",4.3
51780,The Secret Rites of Social Butterflies,3.36
51781,Invisible Threads,3.09
51782,Dancing at the harvest moon,3.45
51783,Dreaming War: Blood for Oil and the Cheney-Bush Junta,3.87
51784,Pursuit,3.93
51785,A Place of Hiding,3.89
51786,The Journals of Lewis and Clark,4.11
51787,Nichts als Gespenster: Erzählungen,3.85
51788,Vicious Cycle,4.22
51789,Promised Land,3.93
51790,Lady Knight,3.7
51791,Palomar: The Heartbreak Soup Stories,4.31
51792,Blue Adept,3.94
51793,Y: The Last Man - The Deluxe Edition Book Two,4.39
51794,Journeys to the Heartland,3.92
51795,The Eleventh Plague,3.79
51796,Darkest England,4.61
51797,The Color Of Lightning,4.04
51798,Alice in Wonderland,4.33
51799,A Walk on the Wild Side,3.98
51800,"Blue Exorcist, Vol. 6",4.41
51801,Ghost Ship,4.24
51802,Entangled,3.78
51803,Seven Little Australians,3.88
51804,Rome,4.08
51805,Amphigorey Also,4.41
51806,The Gryphon: In Which the Extraordinary Correspondence of Griffin & Sabine Is Rediscovered,4.15
51807,Moolala: Why Smart People Do Dumb Things with Their Money - and What You Can Do About It,3.35
51808,The Distant Beacon,4.17
51809,"Hellboy, Vol. 6: Strange Places",4.28
51810,Liquidation,3.75
51811,The Clocks,3.71
51812,Dead End in Norvelt,3.72
51813,Cover Her Face,3.94
51814,Shatterpoint,3.87
51815,The Tutor's Daughter,4.09
51816,Never Change,3.8
51817,Serves Me Right,4.18
51818,Je L'aimais,3.55
51819,Harbinger,3.82
51820,Picasso: Creator And Destroyer,3.81
51821,Dawn's Prelude,4.1
51822,İktidar,3.87
51823,Ένα χαμένο προφίλ,3.69
51824,A Race Against Time,3.73
51825,Haunted London,3.76
51826,"The Soloist: A Lost Dream, an Unlikely Friendship, and the Redemptive Power of Music",3.89
51827,Mistress,3.93
51828,"Gossip Girl, Psycho Killer",3.43
51829,How to Get Filthy Rich in Rising Asia,3.79
51830,The Talisman And Black House,4.44
51831,The Road from Coorain: A Woman's Exquisitely Clear-Sighted Memoir of Growing Up Australian,4.04
51832,Single by Saturday,4.12
51833,Whispers Under Ground,4.16
51834,"Two Nations: Black and White, Separate, Hostile, Unequal",3.87
51835,Forbidden Magic,3.73
51836,Soul's Gate,4.35
51837,Off Magazine Street,3.66
51838,Kokoda,4.18
51839,Le Faucon et l'Hirondelle,3.94
51840,Consume,4.05
51841,Captain America: The Death of Captain America,4.3
51842,Branded,3.7
51843,The Case of the Careless Cupid,3.71
51844,The Final Warning,3.85
51845,Like a Hole in the Head,3.74
51846,The Mythical Man-Month: Essays on Software Engineering,4.05
51847,Murder in Mississippi,3.62
51848,The Unbroken Chain: Apogee Books Space Series 20,4.29
51849,"The Disaster Artist: My Life Inside The Room, the Greatest Bad Movie Ever Made",4.38
51850,The River Folk,4.07
51851,The Butterfly Lion,4.06
51852,The Jigsaw Man,3.82
51853,"Forever, Jack",4.12
51854,"They Shoot Canoes, Don't They?",4.27
51855,Divine and Dateless,3.7
51856,The Meaning of It All: Thoughts of a Citizen-Scientist,4.06
51857,قمر على سمرقند,3.89
51858,Het Omegaplan,3.58
51859,Uncle Vanya - Scenes from Country Life,3.84
51860,Witchlanders,3.69
51861,Зияющие высоты,4.16
51862,Baby-Sitters on Board!,3.85
51863,The Fairy's Mistake,3.78
51864,The Bane Chronicles,4.18
51865,The Praise of Folly,3.88
51866,Redeployment,3.97
51867,Jane Eyre,4.11
51868,They Called Her Mrs. Doc,4.02
51869,"Troldepus (Troldepus, #1-10)",3.66
51870,Miss Marple Omnibus Vol 1 (Body in the Library / Moving Finger / Murder is Announced / 4:50 from Paddington),4.32
51871,Anahtar Deliğinden Esen Rüzgar,4.15
51872,Purebred,3.43
51873,A Table for Three,3.95
51874,Grimspace,3.74
51875,Schattenschwestern,4.23
51876,A Christmas Carol,4.03
51877,The English Assassin,4.13
51878,Branding the Virgin,3.74
51879,The Waste Lands,4.24
51880,Real Murders,3.67
51881,"Mastering Manga, How to Draw Manga Bodies",4.37
51882,On Chesil Beach,3.56
51883,Sputnik Sweetheart,3.82
51884,Från en demons båge,3.5
51885,A Web of Lies,4.49
51886,The Soul of Discretion,4.09
51887,La abolición del trabajo,3.81
51888,The Collector,3.92
51889,La figlia del capitano,3.82
51890,The Vinyl Princess,3.62
51891,Wuthering Heights,3.84
51892,Rugrats In Paris: The Movie,3.57
51893,Sînt o babă comunistă!,3.91
51894,How to save 4 Figures this Year: Life Changing Techniques that will save you Money,4
51895,Little Novels of Sicily,3.84
51896,Fuzzy Dice,3.79
51897,The PreHistory of The Far Side: A 10th Anniversary Exhibit,4.51
51898,Tales of Hoffmann,4.1
51899,Ecotopia: The Notebooks and Reports of William Weston,3.6
51900,Molly's Pilgrim,4.06
51901,Always Know What To Say - Easy Ways To Approach And Talk To Anyone,3.17
51902,Identity Crisis,4.03
51903,The House at Maakies Corner,4.17
51904,"Licks of Love: Short Stories and a Sequel, ""Rabbit Remembered""",3.79
51905,A Well Pleasured Lady,3.62
51906,Thanksgiving Night,3.26
51907,Thirteen is Too Young to Die,4.03
51908,Mustang Man,3.97
51909,Options: The Secret Life of Steve Jobs,3.78
51910,Secrets She Left Behind,4.04
51911,Infamous,3.72
51912,Budgerigars,4
51913,"Y: The Last Man, Vol. 9: Motherland",4.27
51914,Something for the Pain: One Doctor's Account of Life and Death in the ER,3.83
51915,"A Veiled Gazelle: ""Seeing How to See""",4.69
51916,Henri Matisse: Cut-Outs - Drawing with Scissors,4.3
51917,Secrets of the Sands,3.77
51918,"Essential Incredible Hulk, Vol. 1",3.74
51919,"Blue exorcist, Tome 5",4.43
51920,Coincidance: A Head Test,3.86
51921,Defender of Rome,4.16
51922,Freeglader,4.24
51923,"Hellboy, Vol. 3: The Chained Coffin and Others",4.21
51924,Star Wars: Rogue Planet,3.41
51925,The Blue Enchantress,4.17
51926,Talk Before Sleep,3.95
51927,"Aristocrats: Caroline, Emily, Louisa and Sarah Lennox 1740 - 1832",4.08
51928,Exit Music,4.13
51929,Wrayth,3.9
51930,A Guide To The Louvre,3.98
51931,Family Story Collection,4.27
51932,Force Of Circumstance,4.07
51933,The Secret of the Golden Pavilion,3.93
51934,Letting Go,3.67
51935,Haunted Places Of Lancashire (Haunted Places),3
51936,Ravished,4.01
51937,Thankless in Death,4.3
51938,The End of the Peace Process: Oslo and After,3.92
51939,Revolution from Within: A Book of Self-Esteem,4.1
51940,Anansi the Spider: A Tale from the Ashanti,4.1
51941,Seduced by Magic,4.02
51942,The Chair,4.05
51943,Wide Spaces,4.12
51944,Vengeance Moon,3.79
51945,Алтын-Толобас,3.87
51946,Devour,3.77
51947,Don't Bet on the Prince: Contemporary Feminist Fairy Tales in North America and England,4.04
51948,Superman: The Man of Steel,3.92
51949,Free Falling,3.64
51950,A Coffin from Hong Kong,3.79
51951,Sophisms of the Protectionists.,4.28
51952,The Pale King,3.95
51953,Go For Launch!: An Illustrated History of Cape Canaveral,3.83
51954,Sins of the Father,4.22
51955,Farm Boy,3.68
51956,Tietam Brown,3.72
51957,Love Stage!! 1,4.25
51958,Pargeters,3.9
51959,Death by Black Hole: And Other Cosmic Quandaries,4.11
51960,وكالة عطية,3.93
51961,Doodsvijanden,3.31
51962,Will in the World: How Shakespeare Became Shakespeare,3.93
51963,"Later Short Stories, 1888-1903 (Modern Library)",4.58
51964,Ten Thousand Skies Above You,4.1
51965,Letters from the Earth,4.14
51966,The Death of Ivan Ilyich and Other Stories,4.1
51967,Città delle anime perdute,4.29
51968,Funny Jokes (FREE Joke Book Download Included!): 125+ Hilarious Jokes (Funny and Hilarious Joke Book for Children),3.44
51969,Göz,3.94
51970,Whorespawn,3.37
51971,The Wizard of London,3.77
51972,Schattentochter,4.6
51973,The English Spy,4.17
51974,Helga's Diary: A Young Girl's Account of Life in a Concentration Camp,3.87
51975,Dare You To,4.17
51976,"Mastering Manga, How to Draw Manga Scenes",4.47
51977,Mistress of Ambiguities,3.94
51978,A World of New,4.51
51979,Children of the New World,3.81
51980,Arrebato,4.17
51981,The Blessing,3.8
51982,Pegasus and the Flame,4.26
51983,The Obsession,4.19
51984,Global Babies,4.19
51985,Jane Eyre,4.11
51986,Matilda,4.29
51987,"A Simpler Guide to Gmail: An Unofficial User Guide to Setting Up and Using Gmail, Inbox and Google Calendar",5
51988,Nocturne And Five Tales Of Love And Death,4.21
51989,Swords and Deviltry,3.88
51990,What Not to Do If You Turn Invisible,4.2
51991,Dayworld,3.63
51992,The Woman in White,3.99
51993,Church History: A Crash Course for the Curious,3.36
51994,The Adventures of Sock Monkey,4.17
51995,Return to the Temple of Elemental Evil: An Adventure taking Characters From 4th to 14th Level,3.73
51996,Split Second,4.08
51997,All Through the Night,3.81
51998,Die Dynamik des Unbewußten (Gesammelte Werke 8),4
51999,Stripped: Twenty Years of Secrets from Inside the Strip Club,3.18
52000,The Gunniwolf,3.82
52001,In the Presence of the Enemy,4.09
52002,Treasure Mountain,4.03
52003,No Place Like Home,4.09
52004,The Concubine,3.95
52005,One Reckless Summer,3.83
52006,The Widening Gyre,3.94
52007,Bone Gods,3.74
52008,The Twenty Years' Crisis,4.04
52009,Ox-Cart Man,4.03
52010,Nosotras que nos queremos tanto,3.82
52011,"Y: The Last Man, Vol. 3: One Small Step",4.22
52012,Immortal,3.7
52013,Midnight Bride,3.87
52014,Sufi Thought and Action,4.63
52015,The Lady of the Sorrows,3.84
52016,Origin in Death,4.35
52017,The Lighthouse at the End of the World,3.63
52018,"Blue exorcist, Tome 4",4.45
52019,1634 The Baltic War,4.01
52020,Caligula,3.73
52021,The Edge Chronicles 8: Vox: Second Book of Rook,4.1
52022,Library Mouse,4.18
52023,"Hellboy, Vol. 8: Darkness Calls",4.32
52024,Silence,3.68
52025,Paying the Rent,3.27
52026,The Raven Saint,4.25
52027,The Sound of Music,4.35
52028,The Naming of the Dead,4.01
52029,Spectyr,3.88
52030,Masterpieces of The Metropolitan Museum of Art,4.1
52031,The Rescuers Down Under,3.78
52032,Songbird,3.49
52033,İstanbul: Şehir Tarihi ve Mimarisi,4
52034,She Came to Stay,3.9
52035,Untitled (The Dark Duet Spinoff),3.96
52036,A Cool Million,3.67
52037,Wing,4.31
52038,The Smuggler's Treasure,3.96
52039,Hauntings in Yorkshire,3.33
52040,The Perfect Poison,4.01
52041,Concealed in Death,4.27
52042,Annihilate Me Vol. 3,4.06
52043,Garment of Shadows,3.92
52044,Wise And Otherwise,3.9
52045,Wicked Magic,4.06
52046,Book of Days,3.99
52047,Vicious Moon,3.61
52048,Pelagia and the Red Rooster,3.8
52049,Guitar Notes,4.06
52050,Bel-Ami,3.82
52051,The Last Praetorian,3.72
52052,The Sacred Canopy: Elements of a Sociological Theory of Religion,3.95
52053,No Orchids for Miss Blandish,3.74
52054,konkrete poesie,4.24
52055,Ljudet av ditt hjärta,3.69
52056,Small Town,3.53
52057,Brooklyn,3.65
52058,Dr. Seuss Goes to War: The World War II Editorial Cartoons of Theodor Seuss Geisel,4.19
52059,Taken,4.09
52060,Angel,4.06
52061,The Dead Lands,3.43
52062,The Old Priory,4.07
52063,A World Lit Only by Fire: The Medieval Mind and the Renaissance: Portrait of an Age,3.85
52064,MW,3.96
52065,Dragonsong,4.25
52066,Olive Kitteridge,3.8
52067,All Through the Night,3.7
52068,Computer Forensics for Dummies,3.55
52069,A Street Cat Named Bob,3.97
52070,Silmarillion,3.9
52071,Virginblood,3.51
52072,Becoming Nicole: The Transformation of an American Family,4.19
52073,The Boy Most Likely To,3.78
52074,Uncle Tungsten,3.97
52075,Schattenchance,4.71
52076,The Time Machine,3.88
52077,Taking the Fall: The Complete Series,4.15
52078,All Spell Breaks Loose,4.14
52079,The Rise and Fall of American Growth: The U.S. Standard of Living Since the Civil War,4.14
52080,The Spanish Bride,3.4
52081,Breakfast of Champions,4.08
52082,David Jason: The Autobiography,4.06
52083,Mastering Manga 3: Power Up with Mark Crilley,4.57
52084,A Touch of Truth,4.52
52085,4 3 2 1,3.89
52086,Mystère Marker - Pasajes en la obra de Chris Marker,4.33
52087,The Glory,4.44
52088,The Nightingale,4.56
52089,The Prince of Neither Here Nor There,4.03
52090,Love Story,3.61
52091,Ella Enchanted,3.97
52092,"Don't Hire a Software Developer Until You Read this Book: The handbook for tech startups & entrepreneurs (from idea, to build, to product launch and everything in between.)",4.37
52093,Orphic Songs,4.11
52094,Swords Against Death,4.05
52095,Modern Ukrainian Short Stories (Revised),3
52096,Kindle Fire Apps Top 100 Must Haves + Fire HD,3.57
52097,Watchmen,4.35
52098,Twenty Decisive Battles Of The World,3.77
52099,Amway: The Cult of Free Enterprise,3.73
52100,A Necessary Evil,4.12
52101,Untamed,4
52102,Finders Keepers,4
52103,Pylon,3.31
52104,First Date,3.57
52105,Collected Poems,4.06
52106,A Traitor to Memory,3.95
52107,Skutečný příběh Cílka a Lídy,4.41
52108,Letters to a Secret Lover,3.88
52109,Führer-Ex: Memoirs of a Former Neo-Nazi,3.84
52110,The Red Dice,3.92
52111,Owl Moon,4.21
52112,"Conan, Vol. 1: The Frost Giant's Daughter and Other Stories",4.21
52113,On the Paris Commune,3.82
52114,Ravensoul,4.02
52115,Hitler 1936-1945:  Nemesis,4.34
52116,The Night Drifter,3.81
52117,Reflections,4.54
52118,Visions in Death,4.35
52119,"Blue Exorcist, Vol. 3",4.43
52120,1636: The Saxon Uprising,4.02
52121,Antony and Cleopatra,3.97
52122,Dali: The Paintings,4.17
52123,"Hellboy, Vol. 4: The Right Hand of Doom",4.32
52124,The Ice Princess,3.71
52125,Legacy of the Jedi,3.78
52126,The English: A Portrait of a People,3.56
52127,National Gallery of Art: Washington,4.47
52128,The Whispering Statue,3.9
52129,Pluto Pup Goes to Sea (Little Golden Book),4.27
52130,Otuz Beş Yaş - Bütün Şiirleri,4.07
52131,Dangerous Journey: The Story of Pilgrim's Progress,4.32
52132,Haunted Yorkshire,3.8
52133,Gift of Fire,3.88
52134,Elsie's Endless Wait,4.1
52135,Shadow's Fall,4.09
52136,Berrr's Vow,4.13
52137,Chasing Tail Lights,3.94
52138,Run With the Hunted: A Charles Bukowski Reader,4.26
52139,Troubles,3.78
52140,Hard Travellin': The Hobo and his History,3.96
52141,The Billionaire's Forever,4.04
52142,Dinka,4.66
52143,Shadow Magic,4.11
52144,Rooms,3.85
52145,Skin Deep,3.99
52146,An English Bride In Scotland,3.94
52147,"Amos Fortune, Free Man",3.86
52148,Everblue,3.72
52149,Night Moves : Dream Man/After the Night,4.28
52150,The Forgotten Man: A New History of the Great Depression,3.91
52151,Så länge vi båda andas,3.69
52152,When the Sacred Ginmill Closes,4.16
52153,Trinity: A Graphic History of the First Atomic Bomb,4.07
52154,2061: Odyssey Three,3.54
52155,A Sister's Promise,4.21
52156,The Hellion,3.84
52157,Come to Me Recklessly,4.23
52158,Gate of the Sun,3.91
52159,Norstrilia,4.07
52160,Mormon Mother: An Autobiography by Annie Clark Tanner,3.95
52161,Extraordinary,3.24
52162,Fever and Spear,4
52163,The Door in the Hedge,3.67
52164,The VALIS Trilogy,4.12
52165,საუბრები ფილოსოფიაზე,4.5
52166,Revenant,4.43
52167,Carter Reed 2,4.26
52168,My Little Phony,3.86
52169,Смерть и приключения Ефросиньи Прекрасной,4.08
52170,Half of a Yellow Sun,4.3
52171,Emissary,3.91
52172,Criminology For Dummies,3.73
52173,Ruhun Uzun Karanlık Çay Saati,4.05
52174,The World According to Bob: The Further Adventures of One Man and his Street-wise Cat,4.26
52175,Barchester Towers,4
52176,The Island of the Colorblind,3.88
52177,Brute: A Twisted Erotic Fairy Tale,3.52
52178,Waking the Buddha: How the Most Dynamic and Empowering Buddhist Movement in History Is Changing Our Concept of Religion,4.07
52179,Rescue Me,4
52180,The Old Curiosity Shop,3.77
52181,The English Girl,4.11
52182,The Billionaire and His Castaway,3.89
52183,A Storm of Swords,4.54
52184,The Stand,4.34
52185,Disobedience,3.67
52186,A Twist of Fates,4.59
52187,Fugle omkring fyret,4.09
52188,Shatter Me,3.99
52189,Hawaii (text only) by J. A. Michener,4.19
52190,Un artista del mundo flotante,3.74
52191,Fire Storm: (One Dollar Horse book 3),4.29
52192,In Good Company,4.17
52193,L'esclusa,3.72
52194,"Rich Man, Poor Man",4.16
52195,"It's Not Really About the Hair: The Honest Truth About Life, Love, and the Business of Beauty",3.76
52196,How To Keep your Girlfriend Happy - Keep your Relationship to the level You Desire,4
52197,Swords Against Wizardry,4.1
52198,Before the Storm: Soviet Ukrainian Fiction of the 1920s,4
52199,The Hidden Forest: The Biography of an Ecosystem,4.24
52200,Les Misérables,4.15
52201,"Strange Ground: An Oral History Of Americans In Vietnam, 1945-1975",4.07
52202,The Soul Catcher,3.98
52203,The Golden Barbarian,3.9
52204,The Business of Fancydancing,4.18
52205,Lando,3.96
52206,No One Left to Lie to: The Values of the Worst Family,3.86
52207,Wives and Lovers,3.24
52208,A Door in the Woods,3.79
52209,Sugar Creek,4.02
52210,Silent Blade,3.96
52211,Hypnerotomachia Poliphili: The Strife of Love in a Dream,4
52212,Daughter of Regals and Other Tales,3.78
52213,Black Blood,3.92
52214,Tar Beach,4.12
52215,The Phenomenon of Man,4.07
52216,Cold Blooded,4.12
52217,Parliament of Whores: A Lone Humorist Attempts to Explain the Entire U.S. Government,4.01
52218,The Huntress,3.86
52219,Kara Kush,4.18
52220,Last Human,3.85
52221,Promises in Death,4.4
52222,"Blue exorcist, Tome 2",4.48
52223,Transition,3.85
52224,Познание за жена,3.53
52225,The Complete Adventures of Curious George,4.23
52226,Hellboy: Odd Jobs,4.15
52227,Alone,3.96
52228,Texas Fortunes Trilogy,3.89
52229,Private Faces: The Autobiography,3.8
52230,A Question of Blood,4.06
52231,"A Life of Picasso, Vol. 1: The Prodigy, 1881-1906",4.25
52232,Disney's Storybook Collection,4.56
52233,Eisenhower: Soldier and President,3.96
52234,Uncharted,4.06
52235,The Door in the Wall,3.73
52236,Haunted Yorkshire Dales,3.67
52237,Verity,3.79
52238,Gift of Gold,3.83
52239,Of Shadow Born,4.16
52240,Tempting Rever,4
52241,The Blood Never Dried: A People's History of the British Empire,4.43
52242,Taming Eric,4.46
52243,The Wrong Billionaire's Bed,4.03
52244,Динка прощается с детством,4.36
52245,In Search of Our Mother's Gardens,4.24
52246,Undertow,4.01
52247,Dark Magic,4.15
52248,Spirit Bridge,4.43
52249,Sweet Ride,4.05
52250,Frey,3.58
52251,My Immortal Highlander,4.21
52252,Taste,3.94
52253,Where Men Win Glory: The Odyssey of Pat Tillman,4.04
52254,Afoot and Afield: San Diego County,4.59
52255,Tortuga,3.92
52256,The Melody of Secrets,3.88
52257,Far From Home,3.94
52258,Sweetbriar,3.82
52259,Choose Me,4.2
52260,Trick of the Dark,3.5
52261,The Jalna Saga: All Sixteen Books of the Enduring Classic Series,4.33
52262,"Black Butler, Vol. 3",4.52
52263,Bir Günah Gibi,4.13
52264,Lying,3.85
52265,Dark Instincts,4.21
52266,Anne - The Original Classic Edition,3.98
52267,Winona's Web: A Novel of Discovery,3.79
52268,Complete Poems (Library of Classic Poets),4.32
52269,The Puppet Masters,3.87
52270,Spindle's End,3.8
52271,A Tale of Two Pretties,3.99
52272,Сказки старого Вильнюса,4.26
52273,The Major Works,3.86
52274,Three,4.07
52275,The Redemption,4.13
52276,The Mole People: Life in the Tunnels Beneath New York City,3.63
