Id,title,rating
885,The Long Walk,4.11
886,To All the Boys I've Loved Before,4.14
887,Suzanne's Diary for Nicholas,4.16
888,The Hero of Ages,4.47
889,The Far Pavilions,4.21
890,Running with Scissors,3.71
891,Ugly Love,4.28
892,Songs of Innocence and of Experience,4.11
893,The Ocean at the End of the Lane,3.99
894,Holy Bible: King James Version,4.42
895,The Runaway Jury,3.97
896,Smilla's Sense of Snow,3.73
897,Wizard and Glass,4.25
898,Hex Hall,3.96
899,Nightshade,4.03
900,The Maltese Falcon,3.92
901,Point of Retreat,4.29
902,White Noise,3.86
903,Light in August,3.94
904,Walks Away Woman,4.32
905,The Devil Wears Prada,3.72
906,A Passage to India,3.68
907,The Last of the Mohicans,3.7
908,To Live and Die in Fantasyland,4.34
909,The Man Without Qualities,4.24
910,Lock and Key,4.01
911,Sometimes a Great Notion,4.25
912,The Iron Queen,4.24
913,Evernight,3.64
914,Lover Enshrined,4.12
915,A River Runs Through It and Other Stories,4.17
916,Cry Wolf,4.12
917,On Dublin Street,4.23
918,School's Out—Forever,4.15
919,"Gödel, Escher, Bach: An Eternal Golden Braid",4.3
920,Valley of the Dolls,3.72
921,Birdsong,4.08
922,The Blood of Olympus,4.42
923,The Short Second Life of Bree Tanner,3.5
924,Saving the World and Other Extreme Sports,4.15
925,Let the Right One In,4.07
926,The Kitchen God's Wife,3.99
927,A Doll's House,3.7
928,For One More Day,4.09
929,Awakened,4.02
930,A Study in Scarlet,4.15
931,Percy Jackson and the Olympians,4.58
932,The Stinky Cheese Man and Other Fairly Stupid Tales,4.2
933,Twenty Love Poems and a Song of Despair,4.31
934,The Winds of War,4.37
935,The Drawing of the Three,4.23
936,Helter Skelter: The True Story of the Manson Murders,4.01
937,Memnoch the Devil,3.74
938,Across the Universe,3.77
939,The Great Divorce,4.28
940,The Murder of Roger Ackroyd,4.22
941,Forbidden,4.05
942,Shadow and Bone,4.05
943,Fall on Your Knees,3.95
944,The Girl on the Train,3.9
945,Blue Moon,3.6
946,Swan Song,4.28
947,The Fountainhead,3.86
948,Bloodfever,4.29
949,Anansi Boys,4.02
950,The Tempest,3.81
951,Half-Blood,4.15
952,The Iron Daughter,4.12
953,Magician,4.33
954,The Valley of Horses,3.99
955,The Pilgrim's Progress,3.99
956,A Town Like Alice,4.13
957,This Present Darkness,4.23
958,Rules of Attraction,4.21
959,"Life, the Universe and Everything",4.2
960,Storm Front,4.02
961,Stones from the River,4.08
962,Maus I: A Survivor's Tale: My Father Bleeds History,4.34
963,Naked Lunch,3.45
964,Eugene Onegin,4.09
965,Origin,4.42
966,The Fall,4.06
967,Forever,3.91
968,Tales of H.P. Lovecraft,4.2
969,Dirk Gently's Holistic Detective Agency,3.98
970,The Trigger: Hunting the Assassin Who Brought the World to War,4.12
971,Destined for an Early Grave,4.34
972,"Go, Dog. Go!",4.09
973,Practical Magic,3.8
974,The Mysterious Benedict Society,4.15
975,The Tin Drum,3.96
976,The Time Quartet Box Set,4.35
977,Timeline,3.84
978,Exotic Neurotic,4.46
979,Mother Night,4.21
980,The Beekeeper's Apprentice,4.07
981,Hogfather,4.23
982,A Dirty Job,4.08
983,The Collector,3.99
984,The Rescue,4.1
985,The Glass Castle,4.25
986,Empire of Storms,4.57
987,The Color of Water: A Black Man's Tribute to His White Mother,4.08
988,Brave New World / Brave New World Revisited,4.16
989,Hearts in Atlantis,3.81
990,House of Leaves,4.12
991,The Client,3.99
992,Empire Falls,3.92
993,Fallen Too Far,4.2
994,Starcrossed,4.07
995,Going Postal,4.37
996,Batman: The Dark Knight Returns,4.25
997,The Tale of Genji,3.71
998,The Well of Ascension,4.36
999,The Raven and Other Poems,4.31
1000,We Have Always Lived in the Castle,4.03
1001,Nights in Rodanthe,3.83
1002,Harriet the Spy,3.95
1003,"Night World, No. 2",4.2
1004,The Decameron,3.87
1005,The Way of Shadows,4.16
1006,Germinal,4.11
1007,The Dispossessed,4.2
1008,Till We Have Faces,4.19
1009,The Throne of Fire,4.21
1010,Momo,4.3
1011,The Song of Achilles,4.31
1012,The Evolution of Mara Dyer,4.32
1013,The Tale of Despereaux,4.02
1014,Animal Farm / 1984,4.27
1015,Switched,3.88
1016,Hawaii,4.19
1017,Halo,3.66
1018,Year of Wonders,4
1019,Hatchet,3.69
1020,Pretty Little Liars,3.89
1021,The Turn of the Screw,3.45
1022,The Choice,3.99
1023,The Celestine Prophecy,3.62
1024,Fingersmith,4.02
1025,The Red Badge of Courage,3.22
1026,Archer's Voice,4.43
1027,The Complete Anne of Green Gables Boxed Set,4.43
1028,The Complete Persepolis,4.38
1029,The Man in the High Castle,3.64
1030,The Accidental Tourist,3.91
1031,Zorba the Greek,4.09
1032,Inkspell,3.91
1033,Red Dragon,4.02
1034,The Assassin's Blade,4.46
1035,Fifty Shades Trilogy,4.12
1036,The Quiet American,3.96
1037,White Teeth,3.76
1038,The Immortal Rules,4.1
1039,Kushiel's Dart,4.04
1040,Cross My Heart and Hope to Spy,4.13
1041,The Wasp Factory,3.84
1042,Under the Never Sky,4
1043,Losing Hope,4.36
1044,Sweet Evil,4.12
1045,The Day of the Triffids,4
1046,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",4.22
1047,Tai-Pan,4.26
1048,Beautiful Darkness,3.84
1049,Hopscotch,4.25
1050,Cujo,3.68
1051,Max,4.07
1052,El Diablo,4.19
1053,Bastard Out of Carolina,4.1
1054,The Red and the Black,3.87
1055,The Dead Zone,3.91
1056,The Gormenghast Novels,3.99
1057,The Waves,4.14
1058,The Nightingale,4.56
1059,Sharp Objects,3.94
1060,Outliers: The Story of Success,4.12
1061,Stolen: A Letter to My Captor,3.93
1062,Magic Bites,4.07
1063,Chasing the Devil: The Search for Africa's Fighting Spirit,4.09
1064,Old Yeller,4.07
1065,Journey to the Center of the Earth,3.85
1066,Meditations,4.23
1067,The Glass Bead Game,4.11
1068,Villette,3.75
1069,Effortless,4.36
1070,Inkdeath,3.94
1071,Impulse,4.28
1072,Between Shades of Gray,4.37
1073,The Dragon Reborn,4.24
1074,Born at Midnight,4.13
1075,The Crying of Lot 49,3.7
1076,The French Lieutenant's Woman,3.86
1077,The Pelican Brief,3.97
1078,Needful Things,3.89
1079,Ink Exchange,3.68
1080,Extras,3.59
1081,Naked in Death,4.12
1082,Alias Grace,4.01
1083,Tropic of Cancer,3.71
1084,Tiger's Voyage,4.34
1085,Quo Vadis,4.14
1086,Just So Stories,4.09
1087,A Room of One's Own,4.12
1088,The Tenant of Wildfell Hall,3.93
1089,The Blade Itself,4.15
1090,Les Fleurs du Mal,4.26
1091,The Alchemyst,3.84
1092,Iron Kissed,4.36
1093,Garden Spells,4.07
1094,Need,3.71
1095,Gilead,3.85
1096,Ragtime,3.88
1097,On the Jellicoe Road,4.13
1098,"Love, Rosie",3.94
1099,Black Like Me,4.13
1100,The Absolutely True Diary of a Part-Time Indian,4.12
1101,If You Give a Mouse a Cookie,4.25
1102,The Fury / Dark Reunion,3.74
1103,The Winter of Our Discontent,3.99
1104,The Immortal Life of Henrietta Lacks,4.05
1105,Memoirs of Hadrian,4.25
1106,Burned,4.24
1107,Thus Spoke Zarathustra,4.07
1108,An Echo in the Bone,4.43
1109,The Dead Girls' Dance,4.06
1110,What Is the What,4.16
1111,China Blues,4.09
1112,A New Earth: Awakening to Your Life's Purpose,4.05
1113,The Blue Sword,4.23
1114,"The Diamond Age: Or, A Young Lady's Illustrated Primer",4.19
1115,Don't Judge a Girl by Her Cover,4.2
1116,Something Borrowed,3.84
1117,The Spy Who Came In from the Cold,4.07
1118,Vampire Academy Collection,4.61
1119,Anne of the Island,4.22
1120,The Sky Is Everywhere,4.02
1121,The Prime of Miss Jean Brodie,3.75
1122,Cheaper by the Dozen,4.01
1123,Wait for You,4.18
1124,Chronicle of a Death Foretold,3.96
1125,Perdido Street Station,3.97
1126,The Traitor's Emblem,3.8
1127,Gabriel's Rapture,4.22
1128,Kissed by an Angel/The Power of Love/Soulmates,4.08
1129,The Serpent's Shadow,4.29
1130,Invisible Cities,4.19
1131,The Complete Fairy Tales,4.29
1132,"The Life and Opinions of Tristram Shandy, Gentleman",3.74
1133,Rapture,4.03
1134,The Painted Bird,3.94
1135,The Mayor of Casterbridge,3.81
1136,Simon vs. the Homo Sapiens Agenda,4.34
1137,Imajica,4.16
1138,The Selfish Gene,4.13
1139,Wintergirls,3.98
1140,Before I Go to Sleep,3.88
1141,The Iliad,3.84
1142,Life As We Knew It,3.89
1143,The Manufactured Identity,3.52
1144,A Long Way Gone: Memoirs of a Boy Soldier,4.15
1145,An American Tragedy,3.94
1146,The End of the Affair,3.95
1147,Three Men in a Boat,3.9
1148,A Voice in the Wind,4.56
1149,River God,4.2
1150,The Silver Linings Playbook,4
1151,Pushing the Limits,4.07
1152,The Satanic Verses,3.71
1153,All Things Bright and Beautiful,4.31
1154,The White Tiger,3.72
1155,A Suitable Boy,4.11
1156,The House of the Scorpion,4.1
1157,The Book of Disquiet,4.48
1158,The Warded Man,4.26
1159,Hiroshima,3.95
1160,Complicate Me,4.18
1161,Entwined with You,4.19
1162,A Good Man is Hard to Find and Other Stories,4.24
1163,Jaws,3.97
1164,Dark Places,3.93
1165,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,4.01
1166,Midwives,3.98
1167,Even Cowgirls Get the Blues,3.75
1168,The Angel's Game,3.88
1169,The Princess Diaries,3.77
1170,The Thief Lord,3.95
1171,"Ahab's Wife, or The Star-Gazer",4.03
1172,Honor and Polygamy,4.25
1173,The Tipping Point: How Little Things Can Make a Big Difference,3.94
1174,Real,4.21
1175,"Girl, Interrupted",3.9
1176,Labyrinths:  Selected Stories and Other Writings,4.46
1177,Metamorphoses,4.04
1178,Pawn of Prophecy,4.16
1179,Lady Midnight,4.45
1180,City of Thieves,4.29
1181,Cloudy With a Chance of Meatballs,4.16
1182,Centennial,4.23
1183,Out of My Mind,4.37
1184,The Sword of Shannara,3.76
1185,Wallbanger,4.08
1186,Winter,4.48
1187,"Eragon, Eldest & Brisingr",4.21
1188,Grendel,3.69
1189,Magic Bleeds,4.46
1190,And the Mountains Echoed,4.04
1191,The Opportunist,4.22
1192,If Tomorrow Comes,4.03
1193,The Iron Knight,4.22
1194,The Art of Happiness,4.16
1195,Blood Bound,4.31
1196,Yertle the Turtle and Other Stories,4.15
1197,Who Moved My Cheese?,3.77
1198,Ubik,4.11
1199,Demons,4.26
1200,Only the Good Spy Young,4.29
1201,The Summer I Turned Pretty,3.95
1202,Aesop's Fables,4.05
1203,The Shadow Rising,4.22
1204,Rant,3.82
1205,Reaper Man,4.28
1206,The Forty Rules of Love,4.16
1207,Red Queen,4.07
1208,"Tomorrow, When the War Began",4.05
1209,Bird by Bird: Some Instructions on Writing and Life,4.23
1210,A Scanner Darkly,4.03
1211,The Miraculous Journey of Edward Tulane,4.35
1212,The Hundred-Year-Old Man Who Climbed Out of the Window and Disappeared,3.82
1213,A Storm of Swords: Blood and Gold,4.56
1214,Boy's Life,4.34
1215,Fang,4.07
1216,Bone Crossed,4.34
1217,Cat's Eye,3.93
1218,The Final Warning,3.85
1219,Fall of Giants,4.27
1220,The Brothers K,4.39
1221,Masquerade,3.91
1222,Les Liaisons dangereuses,4.07
1223,The Book of Negroes,4.45
1224,Crossing the Seas: A Diary of My Thoughts,4.44
1225,Captive,4.79
1226,Crossed,3.52
1227,The Crystal Cave,4.13
1228,The Forever War,4.15
1229,Skulduggery Pleasant,4.21
1230,Dolores Claiborne,3.84
1231,Can You Keep a Secret?,3.84
1232,Mistress Suffragette,4.21
1233,Old Man's War,4.23
1234,People of the Book,4.02
1235,The Casual Vacancy,3.29
1236,Succubus Blues,3.94
1237,The Boy Who Sneaks in My Bedroom Window,3.93
1238,Lola and the Boy Next Door,3.98
1239,Die for Me,3.99
1240,Narcissus and Goldmund,4.2
1241,The Third Policeman,4.02
1242,North and South,4.2
1243,"My Story: ""A Child Called It"", ""The Lost Boy"", ""A Man Named Dave""",4.19
1244,Endurance: Shackleton's Incredible Voyage,4.38
1245,Shot Down: The True Story of Pilot Howard Snyder and the Crew of the B-17 Susan Ruth,4.36
1246,Captive in the Dark,3.99
1247,Days of Blood & Starlight,4.19
1248,About a Boy,3.79
1249,Nobody Loves a Bigfoot Like a Bigfoot Babe,3.98
1250,Freedom,3.74
1251,The Fiery Heart,4.38
1252,Switch! The Lost Kingdoms of Karibu,4.17
1253,Sons and Lovers,3.62
1254,Master of the Game,4.1
1255,Crooked Kingdom,4.62
1256,"Night World, No. 3",4.2
1257,The Constitution of the United States of America,4.55
1258,As You Like It,3.83
1259,Sybil: The Classic True Story of a Woman Possessed by Sixteen Personalities,4
1260,Monsters of Men,4.25
1261,The Power of Now: A Guide to Spiritual Enlightenment,4.12
1262,Pope Joan,4.07
1263,Guards! Guards!,4.33
1264,The Great Hunt,4.22
1265,The Waste Lands,4.24
1266,The Ask and the Answer,4.21
1267,Table 21,3.65
1268,Lord of Misrule,4.17
1269,The Children of Húrin,3.96
1270,Midnight Alley,4.11
1271,Among the Hidden,3.97
1272,The Complete Stories,4.44
1273,The Dharma Bums,3.94
1274,War and Remembrance,4.39
1275,Elantris,4.17
1276,Fantastic Beasts and Where to Find Them,3.98
1277,Firelight,3.87
1278,Preludes & Nocturnes,4.27
1279,The Eyes of the Dragon,3.93
1280,The Gathering Storm,4.36
1281,The Demon-Haunted World: Science as a Candle in the Dark,4.27
1282,The Great Book of Amber,4.31
1283,Angels' Blood,4.11
1284,Stargazer,3.8
1285,The Purpose Driven Life: What on Earth Am I Here for?,3.91
1286,Insomnia,3.81
1287,Noughts & Crosses,4.23
1288,The Scorpio Races,4.09
1289,Torn,4.04
1290,The Last Temptation of Christ,4.15
1291,The Source,4.3
1292,Diary of a Wimpy Kid,3.97
1293,"Everything, Everything",4.09
1294,American Pastoral,3.92
1295,Weaveworld,4.13
1296,Red Storm Rising,4.15
1297,The Collected Poems of W.B. Yeats,4.25
1298,The Last Olympian,4.5
1299,The High Lord,4.15
1300,Wonder,4.45
1301,Stoner,4.29
1302,Eclipse,3.69
1303,Feast of Fools,4.17
1304,"Animal, Vegetable, Miracle: A Year of Food Life",4.04
1305,The DUFF: Designated Ugly Fat Friend,3.84
1306,The Sunne in Splendour,4.41
1307,Paranormalcy,3.91
1308,Lover Unleashed,4.28
1309,The Alexandria Quartet,4.17
1310,The Illuminatus! Trilogy,4
1311,Dead in the Family,3.89
1312,The Magicians' Guild,3.96
1313,Fast Food Nation: The Dark Side of the All-American Meal,3.74
1314,Long Walk to Freedom,4.33
1315,Magic Strikes,4.44
1316,Persepolis: The Story of a Childhood,4.24
1317,The Illustrated Man,4.14
1318,Atlas Shrugged & The Fountainhead,4.09
1319,The Day of the Jackal,4.26
1320,Carpe Corpus,4.2
1321,Flipped,3.95
1322,The Heir,3.83
1323,Ham on Rye,4.16
1324,The False Prince,4.23
1325,On the Island,4.13
1326,Rendezvous with Rama,4.08
1327,The Wee Free Men,4.27
1328,Daughter of Fortune,3.89
1329,The Eight,3.92
1330,Quiet: The Power of Introverts in a World That Can't Stop Talking,4.05
1331,The Demigod Files,4.04
1332,The Runaway Bunny,4.11
1333,Richard III,3.93
1334,Medea,3.84
1335,"Band of Brothers: E Company, 506th Regiment, 101st Airborne from Normandy to Hitler's Eagle's Nest",4.43
1336,The Diving Bell and the Butterfly,4.01
1337,The Power and the Glory,3.99
1338,The Cat in the Hat Comes Back,3.84
1339,Demonglass,4.12
1340,Ascend,4.08
1341,Fathers and Sons,3.95
1342,The Darkest Night,4.08
1343,The Language of Flowers,4.07
1344,Dead Souls,3.98
1345,Katherine,4.18
1346,The Moonstone,3.9
1347,The Power of Six,4.17
1348,The Book of Lost Things,3.99
1349,Warm Bodies,3.93
1350,The Kill Order,3.71
1351,Identical,4.32
1352,Tigana,4.12
1353,"Eats, Shoots & Leaves: The Zero Tolerance Approach to Punctuation",3.87
1354,Doomsday Book,4.03
1355,This Man,4.12
1356,Beg For Mercy,4.39
1357,Sliding on the Snow Stone,4.09
1358,Think and Grow Rich: The Landmark Bestseller Now Revised and Updated for the 21st Century,4.17
1359,The Bone Collector,4.19
1360,The Demon King,4.19
1361,My Name is Red,3.84
1362,Darkness at Noon,4.07
1363,Breaking Dawn,3.69
1364,Long Day's Journey Into Night,4.07
1365,Contact,4.12
1366,Beautiful Bastard,4.04
1367,Reading Lolita in Tehran: A Memoir in Books,3.59
1368,The Raven,4.28
1369,Tell No One,4.11
1370,The Beach,3.92
1371,Nicholas Nickleby,3.9
1372,The Epic of Gilgamesh,3.67
1373,The Oedipus Cycle: Oedipus Rex/Oedipus at Colonus/Antigone,3.96
1374,The Invisible Man,3.63
1375,Fragile Eternity,3.83
1376,Tatiana and Alexander,4.29
1377,The Forest of Hands and Teeth,3.59
1378,A Modest Proposal and Other Satirical Works,4.04
1379,"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",4.28
1380,Silent Spring,3.95
1381,Haunted,3.59
1382,Portnoy's Complaint,3.7
1383,Noble House,4.24
1384,Out of Africa,3.96
1385,A Distant Mirror:  The Calamitous 14th Century,4.08
1386,"Tinker, Tailor, Soldier, Spy",4.05
1387,The Selected Writings of Edgar Allan Poe,4.3
1388,Mere Christianity,4.32
1389,"Death Note, Vol. 1: Boredom",4.43
1390,Silver Borne,4.38
1391,Kiss of Midnight,3.93
1392,A Bird Without Wings,4.23
1393,Wolf Hall,3.86
1394,Mrs. Frisby and the Rats of NIMH,4.14
1395,Wither,3.81
1396,Requiem,3.74
1397,Soulless,3.91
1398,Shadowland,3.66
1399,Lullaby,3.73
1400,Ringworld,3.96
1401,The Savage Detectives,4.1
1402,The Human Obsession,4.14
1403,Royal Assassin,4.22
1404,Coma,3.87
1405,Milk and Honey,4.15
1406,After Dark,3.69
1407,Bully,4.13
1408,Illuminae,4.31
1409,Animal Dreams,4.06
1410,The Wishing Spell,4.21
1411,The Dream Thieves,4.27
1412,Before I Die,3.83
1413,Suttree,4.18
1414,Nightfall,3.56
1415,"The Black Jewels Trilogy: Daughter of the Blood, Heir to the Shadows, Queen of the Darkness",4.39
1416,Dark Flame,3.74
1417,Lirael,4.29
1418,"The Call of the Wild, White Fang and Other Stories",3.98
1419,New Moon,3.52
1420,Martin Eden,4.41
1421,سیمای شکسته پدر سالار,3.55
1422,Down and Out in Paris and London,4.1
1423,Firefly Lane,4.06
1424,Brainwalker,4.27
1425,Solaris,3.98
1426,Sputnik Sweetheart,3.82
1427,Gathering Blue,3.81
1428,After Forever Ends,4.04
1429,The Blue Castle,4.24
1430,The Bridge on the Drina,4.33
1431,The Daughter of Time,3.95
1432,عزازيل,4.06
1433,Book of a Thousand Days,3.96
1434,Steve Jobs,4.11
1435,I Am Legend,4.06
1436,The Heart Is a Lonely Hunter,3.97
1437,Common Sense,3.97
1438,Ana Rocha: Shadows of Justice,4.41
1439,Kiss the Girls,3.95
1440,The Lottery and Other Stories,4.06
1441,The Communist Manifesto,3.53
1442,Quidditch Through the Ages,3.86
1443,Carry On,4.21
1444,Pedro Páramo,4.05
1445,Haroun and the Sea of Stories,4.01
1446,The Storyteller,4.27
1447,Abhorsen,4.29
1448,The Guardian of Secrets and Her Deathly Pact,4.18
1449,Thud!,4.3
1450,O Pioneers!,3.85
1451,Black Boy,4.04
1452,"Sarah, Plain and Tall",3.73
1453,Blood Red Road,3.93
1454,Intensity,4.04
1455,Dragonflight,4.1
1456,Christine,3.74
1457,The Light Between Oceans,4.01
1458,Some Girls Bite,4
1459,"Winesburg, Ohio",3.84
1460,The Harry Potter Collection 1-4,4.66
1461,Four: A Divergent Story Collection,4.08
1462,Reason to Breathe,4.23
1463,Survival in Auschwitz,4.29
1464,Pure,4.33
1465,The True Confessions of Charlotte Doyle,3.82
1466,Chain Reaction,4.1
1467,Bossypants,3.95
1468,Eva Luna,3.95
1469,Rebel Angels,3.95
1470,Wives and Daughters,4.08
1471,Ghost Story,3.95
1472,Leviathan,3.91
1473,God Is Not Great: How Religion Poisons Everything,3.97
1474,Messenger,3.91
1475,Finnikin of the Rock,3.93
1476,The Vampire Armand,3.75
1477,The Coincidence of Callie & Kayden,4.2
1478,Killing Floor,4.05
1479,2666,4.21
1480,Deity,4.39
1481,Galápagos,3.87
1482,Rise of the Evening Star,4.14
1483,The Authoritative Calvin and Hobbes: A Calvin and Hobbes Treasury,4.73
1484,"Good Night, Mr. Tom",4.29
1485,The Forbidden Game,4.19
1486,Where the Sidewalk Ends,4.29
1487,Presence,3.77
1488,Lips of a Mastodon,4.52
1489,The King of Attolia,4.37
1490,This Side of Paradise,3.68
1491,Son of the Shadows,4.32
1492,Ptolemy's Gate,4.25
1493,Giovanni's Room,4.22
1494,The Lords of Discipline,4.29
1495,The Sense of an Ending,3.71
1496,Dance with the Devil,4.39
1497,Shadow of Night,4.06
1498,LISEY'S STORY.,3.66
1499,Nickel and Dimed: On (Not) Getting by in America,3.61
1500,"So Long, and Thanks for All the Fish",4.09
1501,Opposition,4.42
1502,Twilight,4.25
1503,Night Watch,3.98
1504,Beautiful Chaos,3.94
1505,A Darker Shade of Magic,4.09
1506,The Cadaver Factory,4.45
1507,Moloka'i,4.16
1508,Explosion in Paris,4.11
1509,By the River Piedra I Sat Down and Wept,3.57
1510,A Court of Wings and Ruin,4.51
1511,It Ends with Us,4.41
1512,The Rise of Nine,4.18
1513,My Life Next Door,4.01
1514,ثلاثية غرناطة,4.29
1515,The Long Goodbye,4.22
1516,Carnal: Somewhere Over 40 Winks,3.65
1517,Our Mutual Friend,4.07
1518,Splintered,3.95
1519,A Storm of Swords: Steel and Snow,4.49
